objectIndex,max_jf,can_rwIds,ed_rwIds
200300021157,3,32030001,32030001
200300021269,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200300021476,1,32030001,32030001
200300022075,4,32030001,NULL
200300022282,10,"32030001,32030002",NULL
200300022287,40,"32030001,32030002,32030003","32030002,32030003"
200300022404,4,32030001,32030001
200300022764,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200300023636,11,"32030001,32030002","32030001,32030002"
200300023955,10,"32030001,32030002",NULL
200300024307,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200300024310,40,"32030001,32030002,32030003","32030001,32030002,32030003"
200300024324,45,"32030001,32030002,32030003","32030001,32030002,32030003"
200300024387,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200300024430,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003"
200300024586,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200300024876,20,"32030001,32030002","32030001,32030002"
200300025045,10,"32030001,32030002",NULL
200300025346,1,32030001,32030001
200300025610,20,"32030001,32030002","32030001,32030002"
200300025835,21,"32030001,32030002","32030001,32030002"
200300027503,10,"32030001,32030002",NULL
200300027573,22,"32030001,32030002","32030001,32030002"
200300028005,41,"32030001,32030002,32030003","32030001,32030002,32030003"
200300028087,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200300028762,1,32030001,32030001
200300028960,21,"32030001,32030002","32030001,32030002"
200300028982,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200300028989,20,"32030001,32030002","32030001,32030002"
200300029429,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
200300029571,44,"32030001,32030002,32030003","32030001,32030002,32030003"
200300029708,41,"32030001,32030002,32030003","32030002,32030003"
200300029787,20,"32030001,32030002","32030001,32030002"
200300029929,11,"32030001,32030002","32030001,32030002"
200300029976,14,"32030001,32030002","32030001,32030002"
200300030216,39,"32030001,32030002,32030003","32030001,32030002,32030003"
200300030314,10,"32030001,32030002",NULL
200300030320,40,"32030001,32030002,32030003","32030001,32030002,32030003"
200300030380,23,"32030001,32030002","32030001,32030002"
200300030383,31,"32030001,32030002,32030003","32030001,32030002,32030003"
200300030425,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200300030431,15,"32030001,32030002","32030001,32030002"
200300030437,8,32030001,NULL
200300030442,32,"32030001,32030002,32030003",NULL
200400000015,10,"32030001,32030002","32030001,32030002"
200400000121,1,32030001,32030001
200400000160,45,"32030001,32030002,32030003","32030001,32030002,32030003"
200400000164,20,"32030001,32030002","32030001,32030002"
200400000182,11,"32030001,32030002",NULL
200400000189,10,"32030001,32030002","32030001,32030002"
200400000267,1,32030001,32030001
200400000292,10,"32030001,32030002",NULL
200400000355,10,"32030001,32030002","32030001,32030002"
200400000382,21,"32030001,32030002","32030001,32030002"
200400000413,20,"32030001,32030002","32030001,32030002"
200400000429,3,32030001,32030001
200400000436,21,"32030001,32030002","32030001,32030002"
200400000507,250,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009"
200400000545,1,32030001,32030001
200400000564,31,"32030001,32030002,32030003","32030001,32030002,32030003"
200400000583,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400000646,19,"32030001,32030002",NULL
200400000658,1,32030001,32030001
200400000691,21,"32030001,32030002","32030001,32030002"
200400000697,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400000700,13,"32030001,32030002",NULL
200400000787,1,32030001,32030001
200400000792,11,"32030001,32030002","32030001,32030002"
200400000802,10,"32030001,32030002","32030001,32030002"
200400000809,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400000834,1,32030001,32030001
200400000992,10,"32030001,32030002",NULL
200400001047,10,"32030001,32030002","32030001,32030002"
200400001104,5,32030001,32030001
200400001134,5,32030001,32030001
200400001183,7,32030001,32030001
200400001275,20,"32030001,32030002","32030001,32030002"
200400001354,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400001378,21,"32030001,32030002","32030001,32030002"
200400001449,44,"32030001,32030002,32030003","32030001,32030002,32030003"
200400001500,36,"32030001,32030002,32030003","32030001,32030002,32030003"
200400001543,42,"32030001,32030002,32030003","32030001,32030002,32030003"
200400001568,12,"32030001,32030002","32030001,32030002"
200400001913,10,"32030001,32030002","32030001,32030002"
200400001922,3,32030001,32030001
200400001958,23,"32030001,32030002","32030001,32030002"
200400002042,3,32030001,32030001
200400002109,11,"32030001,32030002","32030001,32030002"
200400002719,45,"32030001,32030002,32030003","32030001,32030002,32030003"
200400002836,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400002919,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400003216,13,"32030001,32030002",NULL
200400003368,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400003458,11,"32030001,32030002",NULL
200400003578,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200400003580,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400003636,17,"32030001,32030002","32030001,32030002"
200400003654,1,32030001,32030001
200400003698,10,"32030001,32030002","32030001,32030002"
200400004177,23,"32030001,32030002","32030001,32030002"
200400004178,17,"32030001,32030002","32030001,32030002"
200400004501,12,"32030001,32030002","32030001,32030002"
200400004817,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400004986,10,"32030001,32030002",NULL
200400005096,10,"32030001,32030002","32030001,32030002"
200400005181,10,"32030001,32030002","32030001,32030002"
200400005208,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400005218,20,"32030001,32030002","32030001,32030002"
200400005362,17,"32030001,32030002","32030001,32030002"
200400005753,20,"32030001,32030002","32030001,32030002"
200400005759,30,"32030001,32030002,32030003","32030001,32030002"
200400005787,1,32030001,32030001
200400005807,4,32030001,32030001
200400005995,40,"32030001,32030002,32030003","32030001,32030002,32030003"
200400006000,20,"32030001,32030002","32030001,32030002"
200400006033,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200400006037,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400006079,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400006091,10,"32030001,32030002","32030001,32030002"
200400006112,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400006128,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400006152,40,"32030001,32030002,32030003","32030001,32030002,32030003"
200400006228,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400006330,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400006536,12,"32030001,32030002",NULL
200400006762,27,"32030001,32030002","32030001,32030002"
200400007096,2,32030001,32030001
200400007659,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400008264,31,"32030001,32030002,32030003","32030001,32030002,32030003"
200400008320,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400008375,10,"32030001,32030002",NULL
200400008414,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400008447,40,"32030001,32030002,32030003","32030001,32030002"
200400008855,10,"32030001,32030002","32030001,32030002"
200400008859,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200400008943,303,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400009074,180,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
200400009395,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400009752,20,"32030001,32030002","32030001,32030002"
200400010061,50,"32030001,32030002,32030003,32030004",NULL
200400010089,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200400010186,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400010230,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400010410,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
200400010767,20,"32030001,32030002","32030001,32030002"
200400011073,24,"32030001,32030002","32030001,32030002"
200400011424,10,"32030001,32030002","32030001,32030002"
200400011439,22,"32030001,32030002","32030001,32030002"
200400011713,302,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400011787,124,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
200400011868,10,"32030001,32030002","32030001,32030002"
200400011961,10,"32030001,32030002","32030001,32030002"
200400012277,1,32030001,32030001
200400012520,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400012873,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400012880,11,"32030001,32030002","32030001,32030002"
200400013381,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400013498,45,"32030001,32030002,32030003","32030001,32030002,32030003"
200400013882,10,"32030001,32030002",NULL
200400014150,10,"32030001,32030002",NULL
200400014257,20,"32030001,32030002","32030001,32030002"
200400014639,10,"32030001,32030002","32030001,32030002"
200400014725,12,"32030001,32030002","32030001,32030002"
200400014728,11,"32030001,32030002","32030001,32030002"
200400014970,10,"32030001,32030002","32030001,32030002"
200400015604,10,"32030001,32030002","32030001,32030002"
200400015616,1,32030001,32030001
200400015771,20,"32030001,32030002","32030001,32030002"
200400015978,20,"32030001,32030002","32030001,32030002"
200400016403,46,"32030001,32030002,32030003","32030001,32030002,32030003"
200400017567,11,"32030001,32030002","32030001,32030002"
200400017941,33,"32030001,32030002,32030003","32030001,32030002,32030003"
200400020329,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400020376,4,32030001,32030001
200400020837,1,32030001,32030001
200400020899,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
200400021035,14,"32030001,32030002","32030001,32030002"
200400022030,36,"32030001,32030002,32030003",32030001
200400022048,77,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400022643,20,"32030001,32030002","32030001,32030002"
200400023496,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400024194,12,"32030001,32030002","32030001,32030002"
200400024496,11,"32030001,32030002","32030001,32030002"
200400024737,20,"32030001,32030002","32030001,32030002"
200400024804,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400024811,10,"32030001,32030002",NULL
200400024872,20,"32030001,32030002","32030001,32030002"
200400025135,20,"32030001,32030002","32030001,32030002"
200400025350,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400025636,10,"32030001,32030002",NULL
200400026210,10,"32030001,32030002","32030001,32030002"
200400026211,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400026474,10,"32030001,32030002","32030001,32030002"
200400026555,12,"32030001,32030002","32030001,32030002"
200400026576,10,"32030001,32030002","32030001,32030002"
200400027261,102,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
200400028031,40,"32030001,32030002,32030003","32030001,32030002,32030003"
200400028079,1,32030001,NULL
200400028590,11,"32030001,32030002","32030001,32030002"
200400028673,10,"32030001,32030002","32030001,32030002"
200400028744,20,"32030001,32030002","32030001,32030002"
200400028746,14,"32030001,32030002","32030001,32030002"
200400029058,6,32030001,32030001
200400030031,10,"32030001,32030002",NULL
200400030069,30,"32030001,32030002,32030003","32030001,32030002,32030003"
200400030134,33,"32030001,32030002,32030003","32030001,32030002,32030003"
200400030255,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
200400030353,11,"32030001,32030002","32030001,32030002"
200400030397,33,"32030001,32030002,32030003","32030001,32030002,32030003"
200400030401,23,"32030001,32030002","32030001,32030002"
